date,cycle,open,lastclose,close,high,low,share,amount,time,macd,avg5,avg10,avg20,avg60
20160823,60,23.27,,23.27,23.27,23.27,4000.0,,48300,-0.001,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,9800.0,,48360,-0.001,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,6200.0,,48420,-0.001,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,6000.0,,48480,-0.001,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,2000.0,,48540,-0.001,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1100.0,,48600,-0.001,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,2300.0,,48660,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,10900.0,,48720,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,11200.0,,48780,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1600.0,,48840,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,4700.0,,48900,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,7200.0,,48960,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,4600.0,,49020,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,12100.0,,49080,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,11400.0,,49140,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,34400.0,,49200,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,3200.0,,49260,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,4200.0,,49320,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,10300.0,,49380,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,4100.0,,49440,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,4600.0,,49500,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1700.0,,49560,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,3300.0,,49620,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1900.0,,49680,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,25600.0,,49740,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,18400.0,,49800,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,14700.0,,49860,-0.0,23.27,23.27,23.27,23.27
